Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Under paid,employee_count,Over Worked ,Number of Promotions,Year Since Last Promotion ,Salary Hike %,Number of company worked,Overtime,Distance from Home,Commute Category,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition
26667,24,Male,13,Media,5519,1,1,0,0,0,8,7,Yes,27,Medium,Associate Degree,Divorced,3,Mid,Small,91,No,No,Yes,Good,Medium,Stayed
26668,36,Female,20,Education,4643,0,1,0,0,0,27,7,No,44,Far,Master’s Degree,Married,1,Senior,Small,65,No,Yes,No,Poor,High,Stayed
26669,41,Female,32,Finance,9829,0,1,0,2,2,8,3,No,55,Far,Master’s Degree,Single,1,Entry,Small,49,No,No,No,Fair,Medium,Left
26670,29,Male,4,Education,5537,0,1,0,1,2,15,7,No,32,Far,PhD,Married,0,Senior,Medium,66,No,No,No,Fair,Low,Stayed
26671,44,Male,21,Finance,7293,1,1,0,2,3,7,3,No,89,Far,Bachelor’s Degree,Single,0,Mid,Medium,100,No,No,No,Fair,Low,Left
26672,43,Female,31,Education,2517,1,1,0,0,0,9,5,Yes,31,Far,Master’s Degree,Married,4,Entry,Medium,109,No,No,No,Good,High,Stayed
26673,26,Male,1,Education,3695,1,1,0,0,0,14,2,Yes,5,Near,High School,Single,1,Mid,Large,58,No,No,No,Poor,Medium,Left
26674,43,Male,11,Media,6038,0,1,1,0,0,5,2,Yes,95,Far,Master’s Degree,Married,2,Mid,Medium,33,No,No,No,Fair,Medium,Left
26675,50,Male,7,Healthcare,6709,1,1,0,1,2,8,4,No,1,Near,Master’s Degree,Single,0,Mid,Large,42,No,No,No,Good,High,Left
26676,40,Female,21,Healthcare,7535,1,1,0,1,2,26,7,Yes,83,Far,Bachelor’s Degree,Single,1,Mid,Medium,41,No,No,No,Good,High,Left
26677,36,Male,11,Technology,10183,0,1,0,1,2,21,6,No,29,Medium,Bachelor’s Degree,Single,4,Entry,Large,84,No,No,No,Excellent,Low,Left
26678,46,Male,38,Healthcare,6751,1,1,0,0,0,8,2,No,88,Far,Bachelor’s Degree,Married,0,Mid,Large,79,No,No,No,Good,Medium,Stayed
26679,29,Male,19,Finance,7492,1,1,0,0,0,25,6,Yes,48,Far,High School,Married,0,Mid,Medium,82,Yes,No,Yes,Poor,Low,Stayed
26680,56,Male,28,Healthcare,6107,1,1,1,0,0,6,5,Yes,57,Far,Bachelor’s Degree,Single,0,Senior,Medium,29,No,No,No,Poor,Low,Stayed
26681,49,Male,20,Media,6442,0,1,0,0,0,9,1,No,84,Far,Associate Degree,Divorced,3,Mid,Medium,58,No,No,Yes,Good,Medium,Stayed
26682,30,Male,13,Technology,7272,1,1,0,2,2,24,7,No,13,Medium,High School,Single,2,Senior,Large,25,Yes,No,No,Good,Low,Stayed
26683,50,Female,1,Healthcare,7625,1,1,0,2,4,9,4,No,56,Far,Associate Degree,Married,1,Mid,Medium,3,No,No,No,Fair,Low,Left
26684,56,Male,37,Education,4745,0,1,0,0,0,8,2,No,67,Far,Bachelor’s Degree,Married,2,Mid,Small,64,No,No,No,Good,Medium,Stayed
26685,28,Male,2,Media,5099,1,1,0,0,0,17,4,Yes,44,Far,PhD,Single,1,Entry,Medium,8,No,No,No,Good,Low,Left
26686,21,Male,11,Technology,6993,1,1,0,0,0,10,6,Yes,27,Medium,Bachelor’s Degree,Married,0,Entry,Medium,18,No,No,No,Good,Medium,Stayed
26687,30,Male,10,Education,4046,1,1,0,1,3,25,0,Yes,84,Far,Associate Degree,Single,0,Senior,Small,13,No,Yes,No,Poor,High,Left
26688,42,Male,22,Media,5414,1,1,0,1,4,9,1,No,30,Medium,Associate Degree,Single,0,Entry,Medium,23,No,No,No,Poor,Low,Left
26689,18,Male,9,Education,5083,0,1,0,0,0,15,7,No,69,Far,High School,Single,5,Entry,Medium,33,Yes,No,No,Fair,Low,Left
26690,50,Male,10,Technology,9087,1,1,0,0,0,10,7,No,80,Far,Associate Degree,Married,1,Entry,Large,69,No,No,No,Fair,Low,Left
26691,34,Male,7,Technology,10952,0,1,0,1,3,29,7,No,75,Far,Bachelor’s Degree,Single,0,Mid,Medium,62,Yes,No,No,Good,Low,Stayed
26692,31,Male,12,Technology,8687,1,1,0,1,2,22,0,No,27,Medium,Associate Degree,Single,3,Entry,Large,70,No,No,No,Poor,Medium,Left
26693,48,Male,13,Healthcare,7352,1,1,0,2,4,10,4,No,44,Far,Bachelor’s Degree,Married,1,Senior,Large,28,No,No,No,Fair,Low,Stayed
26694,32,Male,11,Healthcare,7300,1,1,0,3,4,19,2,No,82,Far,High School,Married,3,Entry,Medium,60,Yes,No,Yes,Excellent,High,Stayed
26695,35,Female,23,Finance,6818,1,1,1,0,0,26,5,Yes,49,Far,High School,Divorced,2,Senior,Large,40,No,No,No,Fair,Low,Stayed
26696,28,Male,9,Technology,8112,1,1,0,0,0,24,2,No,71,Far,Bachelor’s Degree,Married,0,Entry,Large,55,No,No,Yes,Good,Medium,Left
26697,21,Female,1,Finance,5582,1,1,0,0,0,15,3,No,5,Near,High School,Married,0,Senior,Medium,17,No,No,No,Fair,Low,Stayed
26698,58,Male,14,Technology,10477,0,1,0,0,0,6,4,No,97,Far,Bachelor’s Degree,Married,2,Entry,Large,22,Yes,No,No,Good,Medium,Left
26699,28,Male,18,Education,4820,0,1,0,2,3,25,7,No,24,Medium,High School,Married,4,Entry,Medium,88,No,No,No,Good,Medium,Stayed
26700,52,Female,37,Finance,9647,0,1,0,2,4,8,3,No,25,Medium,Bachelor’s Degree,Married,4,Mid,Medium,46,No,No,No,Good,High,Stayed
26701,34,Female,16,Education,4850,0,1,0,1,2,19,5,No,35,Far,Master’s Degree,Single,0,Entry,Large,33,No,No,No,Good,Low,Left
26702,31,Male,5,Media,6735,0,1,0,0,0,14,7,Yes,58,Far,Master’s Degree,Married,4,Entry,Medium,40,No,No,No,Good,Low,Left
26703,20,Male,1,Education,5038,0,1,0,0,0,9,0,No,6,Near,High School,Married,1,Mid,Small,79,No,No,No,Good,High,Stayed
26704,31,Male,7,Healthcare,8066,0,1,0,0,0,10,7,Yes,11,Medium,Bachelor’s Degree,Married,1,Entry,Medium,18,Yes,No,No,Good,Medium,Stayed
26705,48,Male,34,Technology,8100,1,1,0,0,0,12,5,Yes,31,Far,Bachelor’s Degree,Single,0,Senior,Medium,87,No,No,No,Good,High,Stayed
26706,37,Male,11,Healthcare,7704,1,1,0,1,1,22,3,No,38,Far,High School,Single,0,Entry,Small,60,Yes,No,No,Excellent,Low,Stayed
26707,38,Male,14,Education,4184,1,1,0,1,1,18,4,No,82,Far,Associate Degree,Married,0,Mid,Small,19,No,No,No,Good,Low,Stayed
26708,25,Male,3,Technology,7744,1,1,0,1,4,11,3,Yes,83,Far,Associate Degree,Single,2,Entry,Large,36,No,No,No,Good,Low,Left
26709,52,Female,35,Technology,10453,0,1,0,0,0,7,4,No,84,Far,Associate Degree,Single,2,Mid,Medium,89,No,No,Yes,Poor,Medium,Left
26710,55,Male,21,Finance,8758,0,1,0,0,0,11,7,No,70,Far,High School,Single,1,Mid,Large,57,No,No,Yes,Poor,Medium,Left
26711,33,Male,17,Technology,9330,0,1,0,1,2,24,5,No,73,Far,High School,Divorced,0,Entry,Medium,77,No,No,No,Good,Medium,Left
26712,52,Male,30,Finance,5715,1,1,0,2,4,9,2,No,53,Far,Master’s Degree,Married,0,Entry,Large,78,Yes,No,No,Good,High,Stayed
26713,27,Female,17,Finance,7597,1,1,0,2,2,14,7,No,31,Far,Bachelor’s Degree,Single,3,Entry,Small,26,No,No,No,Excellent,High,Stayed
26714,50,Female,40,Finance,14226,0,1,0,1,2,5,7,No,49,Far,High School,Single,1,Entry,Large,118,No,No,No,Excellent,Medium,Left
26715,22,Male,6,Education,4060,1,1,0,0,0,10,6,No,39,Far,Associate Degree,Married,4,Mid,Small,63,Yes,No,No,Excellent,Medium,Stayed
26716,36,Female,14,Finance,11035,0,1,0,1,1,27,7,No,39,Far,Bachelor’s Degree,Divorced,0,Entry,Small,33,No,No,No,Good,Medium,Stayed
26717,46,Male,35,Technology,7765,1,1,0,0,0,12,2,Yes,13,Medium,Master’s Degree,Married,2,Mid,Medium,85,No,No,No,Excellent,Low,Stayed
26718,32,Male,10,Healthcare,9287,0,1,0,1,3,13,3,Yes,25,Medium,High School,Single,0,Mid,Medium,15,No,No,Yes,Good,Medium,Left
26719,35,Male,17,Education,5011,0,1,0,1,1,19,1,Yes,70,Far,High School,Married,0,Entry,Small,78,No,No,No,Excellent,High,Left
26720,36,Male,14,Media,6579,0,1,0,2,2,17,2,No,40,Far,Master’s Degree,Single,0,Entry,Medium,16,No,No,No,Good,Low,Left
26721,49,Male,16,Education,4053,1,1,0,0,0,7,0,Yes,75,Far,Associate Degree,Married,1,Mid,Small,59,No,No,No,Excellent,Very High,Stayed
26722,36,Male,20,Education,3488,1,1,0,0,0,19,4,No,59,Far,Master’s Degree,Single,1,Mid,Small,46,No,No,No,Good,High,Left
26723,33,Female,7,Media,6355,0,1,0,1,3,14,0,Yes,55,Far,Master’s Degree,Single,6,Entry,Medium,11,No,No,No,Fair,Medium,Left
26724,40,Female,7,Education,4411,1,1,0,0,0,19,3,No,1,Near,Bachelor’s Degree,Married,4,Mid,Small,10,No,No,No,Good,High,Stayed
26725,45,Female,1,Media,6037,0,1,0,1,4,10,0,No,67,Far,Bachelor’s Degree,Single,2,Mid,Small,16,No,No,No,Poor,Low,Left
26726,30,Male,6,Healthcare,7539,1,1,0,0,0,24,1,Yes,28,Medium,Bachelor’s Degree,Divorced,0,Mid,Large,35,No,No,No,Fair,Very High,Stayed
26727,53,Male,36,Healthcare,7040,1,1,0,2,4,10,4,No,43,Far,Master’s Degree,Married,4,Entry,Medium,52,Yes,No,No,Fair,Low,Stayed
26728,28,Female,3,Education,5877,0,1,0,0,0,25,5,No,50,Far,Associate Degree,Single,0,Entry,Large,47,No,No,No,Good,High,Left
26729,58,Male,28,Finance,8883,0,1,0,0,0,7,0,No,78,Far,PhD,Married,4,Senior,Small,49,Yes,No,No,Fair,Low,Stayed
26730,41,Female,18,Technology,10456,0,1,0,1,1,12,1,No,81,Far,Master’s Degree,Single,0,Entry,Large,48,No,No,No,Fair,High,Left
26731,53,Female,21,Healthcare,6984,1,1,0,0,0,8,2,No,65,Far,Associate Degree,Single,0,Mid,Large,43,No,No,No,Poor,Low,Left
26732,42,Female,31,Education,4144,1,1,0,1,3,10,5,No,27,Medium,Associate Degree,Divorced,1,Senior,Small,36,No,No,No,Good,Low,Left
26733,59,Male,21,Media,6974,0,1,1,2,3,5,7,Yes,92,Far,Bachelor’s Degree,Divorced,2,Entry,Medium,42,Yes,No,No,Fair,Medium,Stayed
26734,32,Female,12,Media,5582,1,1,0,2,4,24,2,Yes,17,Medium,Bachelor’s Degree,Married,1,Mid,Large,63,Yes,No,No,Good,Low,Stayed
26735,52,Female,16,Education,3953,1,1,0,0,0,6,4,No,98,Far,Associate Degree,Married,2,Mid,Small,27,No,No,No,Good,Medium,Stayed
26736,49,Male,41,Healthcare,8965,0,1,0,2,4,6,3,No,76,Far,Associate Degree,Married,0,Entry,Large,65,No,Yes,Yes,Poor,Medium,Left
26737,31,Male,9,Finance,7833,1,1,0,0,0,10,1,No,50,Far,Associate Degree,Married,3,Entry,Large,11,No,No,No,Good,Low,Stayed
26738,56,Male,35,Healthcare,8092,0,1,0,2,3,6,0,No,11,Medium,Bachelor’s Degree,Married,1,Mid,Large,103,No,No,No,Good,Medium,Stayed
26739,35,Male,9,Technology,9873,0,1,0,0,0,15,1,No,13,Medium,Master’s Degree,Married,1,Mid,Medium,18,No,No,No,Poor,High,Stayed
26740,43,Male,32,Finance,9383,0,1,0,0,0,12,4,No,42,Far,Master’s Degree,Married,0,Mid,Large,40,Yes,No,Yes,Good,Medium,Stayed
26741,37,Female,20,Healthcare,8730,0,1,0,1,3,29,3,Yes,40,Far,High School,Divorced,3,Mid,Small,57,No,No,No,Excellent,High,Stayed
26742,47,Male,25,Technology,9893,0,1,0,2,3,6,3,No,15,Medium,Associate Degree,Married,3,Entry,Medium,46,No,No,No,Good,Low,Stayed
26743,57,Female,5,Education,4380,1,1,0,0,0,12,0,No,20,Medium,Associate Degree,Married,1,Entry,Medium,39,No,No,No,Good,Low,Left
26744,28,Female,6,Healthcare,8264,0,1,0,1,2,21,7,No,21,Medium,Bachelor’s Degree,Single,2,Mid,Medium,63,No,No,No,Fair,Medium,Left
26745,49,Male,38,Technology,8811,1,1,0,0,0,5,0,No,66,Far,Bachelor’s Degree,Married,3,Entry,Small,50,No,No,No,Good,Low,Stayed
26746,18,Male,2,Technology,7964,1,1,0,2,4,10,4,Yes,99,Far,Associate Degree,Single,3,Entry,Small,73,No,No,No,Good,Medium,Left
26747,22,Female,13,Education,4075,1,1,0,2,2,10,0,Yes,3,Near,High School,Married,3,Entry,Large,54,No,No,Yes,Good,Low,Left
26748,28,Female,11,Healthcare,7813,1,1,0,3,2,15,7,No,45,Far,Associate Degree,Single,3,Entry,Large,61,No,No,No,Good,Low,Stayed
26749,20,Female,8,Healthcare,8147,0,1,0,2,3,14,5,Yes,61,Far,PhD,Married,1,Mid,Small,41,Yes,No,No,Good,Low,Left
26750,44,Male,22,Finance,5362,1,1,0,0,0,9,2,No,41,Far,Master’s Degree,Divorced,0,Entry,Small,73,No,No,No,Good,Medium,Left
26751,51,Male,13,Healthcare,8244,0,1,0,0,0,10,0,No,83,Far,High School,Single,2,Mid,Small,32,No,No,No,Good,Low,Left
26752,57,Female,30,Finance,5528,1,1,0,0,0,6,7,Yes,53,Far,Bachelor’s Degree,Single,1,Entry,Large,43,No,No,No,Good,Low,Left
26753,52,Female,2,Education,4687,0,1,0,0,0,9,4,No,38,Far,High School,Single,4,Mid,Small,74,No,No,No,Fair,High,Left
26754,43,Female,14,Education,5616,0,1,0,0,0,6,5,No,90,Far,PhD,Married,4,Mid,Large,55,No,No,No,Poor,Medium,Stayed
26755,21,Male,4,Finance,8503,0,1,0,1,3,8,4,Yes,9,Near,High School,Single,1,Entry,Medium,79,No,No,No,Poor,Medium,Left
26756,41,Male,2,Technology,9181,0,1,0,2,1,7,0,No,35,Far,Bachelor’s Degree,Single,2,Mid,Small,47,No,No,Yes,Fair,High,Left
26757,28,Female,16,Finance,8147,1,1,0,0,0,14,0,Yes,1,Near,Associate Degree,Married,2,Entry,Medium,58,Yes,No,No,Poor,Low,Left
26758,20,Male,2,Education,3829,1,1,0,2,2,10,7,No,16,Medium,Associate Degree,Single,3,Mid,Small,38,No,No,No,Good,Very High,Left
26759,51,Male,18,Finance,10347,0,1,0,3,4,12,5,No,73,Far,High School,Single,0,Entry,Medium,29,No,No,No,Poor,High,Left
26760,37,Female,25,Technology,8305,1,1,1,1,1,25,5,Yes,20,Medium,Bachelor’s Degree,Single,3,Entry,Small,63,No,No,No,Good,Low,Left
26761,39,Male,15,Technology,10680,0,1,0,1,2,21,3,Yes,53,Far,Associate Degree,Single,4,Senior,Large,29,No,No,No,Good,Medium,Stayed
26762,54,Female,8,Education,4927,0,1,0,1,3,5,4,No,38,Far,PhD,Married,0,Entry,Medium,11,No,No,No,Good,Low,Stayed
26763,29,Female,5,Media,6488,0,1,0,0,0,15,7,No,50,Far,Bachelor’s Degree,Married,1,Entry,Medium,54,No,No,No,Good,Low,Left
26764,58,Male,26,Healthcare,7604,1,1,0,1,1,5,0,No,41,Far,Associate Degree,Married,5,Entry,Medium,62,No,No,Yes,Good,High,Stayed
26765,20,Male,11,Technology,11055,0,1,0,2,4,9,6,No,56,Far,PhD,Married,3,Entry,Medium,32,No,No,No,Excellent,High,Stayed
26766,40,Female,24,Healthcare,6319,1,1,0,0,0,16,0,No,26,Medium,Bachelor’s Degree,Married,3,Senior,Small,50,No,No,No,Good,High,Left
26767,19,Male,3,Technology,5629,1,1,0,0,0,11,3,Yes,90,Far,Master’s Degree,Single,0,Mid,Small,81,No,No,No,Poor,Medium,Left
26768,29,Female,8,Media,4581,1,1,1,1,4,18,2,Yes,90,Far,Master’s Degree,Married,2,Entry,Medium,25,No,No,Yes,Good,Low,Left
26769,42,Male,23,Education,3778,1,1,0,0,0,6,0,No,47,Far,Bachelor’s Degree,Single,1,Entry,Medium,53,No,No,No,Good,Medium,Left
26770,29,Male,16,Finance,10491,0,1,0,1,3,20,2,Yes,49,Far,High School,Married,2,Mid,Medium,75,No,No,No,Fair,High,Stayed
26771,38,Male,23,Technology,8738,1,1,0,0,0,22,4,No,42,Far,Bachelor’s Degree,Divorced,1,Entry,Large,50,No,No,No,Good,High,Left
26772,34,Female,15,Education,4808,0,1,0,1,1,17,2,Yes,36,Far,Bachelor’s Degree,Married,0,Entry,Medium,50,No,No,Yes,Good,Medium,Stayed
26773,18,Female,6,Healthcare,7807,1,1,0,2,3,11,4,No,28,Medium,Associate Degree,Married,3,Mid,Medium,28,No,No,No,Good,High,Left
26774,44,Male,26,Technology,10012,0,1,0,0,0,8,7,Yes,69,Far,Associate Degree,Single,4,Mid,Medium,60,No,No,No,Fair,Medium,Stayed
26775,45,Female,26,Finance,8763,0,1,0,0,0,7,0,No,99,Far,PhD,Married,5,Entry,Medium,72,Yes,No,No,Good,Low,Stayed
26776,47,Female,22,Finance,9069,0,1,0,0,0,6,4,No,64,Far,Bachelor’s Degree,Single,0,Mid,Small,34,No,No,No,Good,Medium,Left
26777,30,Male,22,Technology,9512,0,1,0,1,3,20,4,No,6,Near,Associate Degree,Divorced,4,Entry,Small,67,No,No,Yes,Fair,Medium,Stayed
26778,19,Female,4,Technology,10229,0,1,0,1,2,13,3,No,73,Far,Bachelor’s Degree,Single,1,Entry,Small,63,No,No,No,Excellent,Medium,Left
26779,38,Male,27,Education,5429,0,1,0,1,2,29,5,No,61,Far,PhD,Single,1,Mid,Medium,99,No,No,No,Poor,Medium,Left
26780,40,Male,18,Finance,8268,1,1,0,2,1,15,0,Yes,34,Far,Master’s Degree,Married,6,Entry,Small,67,No,No,No,Good,Low,Stayed
26781,35,Male,22,Media,5704,1,1,0,1,1,16,2,No,99,Far,Bachelor’s Degree,Single,0,Entry,Medium,33,Yes,No,No,Poor,High,Left
26782,43,Male,8,Technology,9654,0,1,0,1,1,10,0,No,26,Medium,Bachelor’s Degree,Divorced,1,Senior,Medium,80,No,No,No,Good,Low,Stayed
26783,33,Male,21,Technology,10531,0,1,0,2,4,25,4,Yes,7,Near,Associate Degree,Married,2,Entry,Large,33,No,No,No,Poor,Very High,Left
26784,53,Male,29,Healthcare,9064,0,1,0,0,0,6,0,No,66,Far,Bachelor’s Degree,Divorced,1,Senior,Large,63,No,No,No,Fair,High,Stayed
26785,19,Female,4,Finance,10338,0,1,0,3,4,11,4,No,16,Medium,High School,Married,0,Entry,Medium,13,No,No,No,Good,Very High,Left
26786,59,Male,14,Healthcare,9175,0,1,0,2,1,12,5,No,90,Far,Bachelor’s Degree,Married,1,Mid,Small,85,Yes,No,Yes,Fair,Low,Stayed
26787,47,Male,6,Healthcare,7601,1,1,0,2,3,5,2,No,74,Far,Bachelor’s Degree,Married,1,Senior,Small,84,No,No,No,Good,High,Stayed
26788,38,Male,14,Education,4274,1,1,0,3,2,21,7,No,94,Far,Associate Degree,Single,1,Senior,Medium,38,Yes,No,No,Good,Medium,Stayed
26789,59,Male,25,Healthcare,9293,0,1,0,2,2,12,3,No,74,Far,Bachelor’s Degree,Married,3,Mid,Small,38,No,No,No,Good,High,Stayed
26790,49,Female,30,Technology,7697,1,1,0,0,0,12,0,No,80,Far,High School,Single,1,Entry,Medium,37,Yes,No,No,Fair,High,Stayed
26791,54,Male,33,Technology,10343,0,1,0,0,0,12,0,No,74,Far,Associate Degree,Divorced,1,Senior,Large,45,Yes,No,No,Fair,Medium,Stayed
26792,29,Female,5,Education,4004,1,1,0,1,1,17,5,No,14,Medium,Bachelor’s Degree,Married,4,Entry,Medium,20,No,No,No,Good,Low,Left
26793,32,Female,20,Finance,9141,0,1,0,0,0,12,4,No,41,Far,High School,Single,0,Mid,Medium,23,Yes,Yes,No,Poor,Low,Left
26794,44,Female,2,Healthcare,7775,1,1,1,0,0,5,7,Yes,36,Far,Associate Degree,Single,3,Senior,Large,48,No,No,No,Poor,Low,Left
26795,49,Female,23,Education,4715,0,1,0,0,0,10,2,Yes,58,Far,PhD,Single,1,Mid,Medium,37,No,No,No,Good,Low,Left
26796,44,Male,19,Healthcare,7772,1,1,0,2,4,8,2,No,57,Far,Bachelor’s Degree,Divorced,5,Entry,Small,20,No,No,No,Excellent,Medium,Stayed
26797,49,Male,9,Technology,7978,1,1,0,4,1,9,4,Yes,80,Far,Bachelor’s Degree,Married,0,Senior,Small,66,No,No,No,Excellent,Medium,Stayed
26798,48,Male,13,Technology,6979,1,1,0,0,0,12,4,No,21,Medium,Master’s Degree,Single,1,Entry,Small,45,No,No,Yes,Fair,Low,Left
26799,25,Male,8,Finance,9107,0,1,0,0,0,14,7,No,23,Medium,Associate Degree,Married,3,Mid,Small,50,No,No,Yes,Fair,Low,Stayed
26800,25,Female,12,Healthcare,8490,0,1,0,1,4,8,6,No,89,Far,Associate Degree,Single,0,Entry,Medium,21,No,No,Yes,Poor,Low,Left
26801,49,Male,8,Finance,5556,1,1,0,0,0,11,1,No,86,Far,Associate Degree,Divorced,0,Entry,Large,45,No,No,Yes,Fair,Low,Stayed
26802,53,Male,37,Finance,7701,1,1,0,0,0,12,2,No,76,Far,High School,Divorced,0,Entry,Small,38,Yes,Yes,No,Good,Low,Stayed
26803,18,Male,9,Media,6214,0,1,0,0,0,10,7,No,69,Far,High School,Divorced,1,Entry,Medium,80,No,No,No,Good,High,Left
26804,51,Female,7,Education,3940,1,1,0,1,1,8,6,Yes,70,Far,Master’s Degree,Single,1,Entry,Medium,25,Yes,No,No,Excellent,Low,Left
26805,46,Female,22,Technology,10057,0,1,0,2,1,8,4,Yes,76,Far,Associate Degree,Single,4,Entry,Medium,97,No,No,Yes,Excellent,Medium,Left
26806,33,Female,22,Education,3774,1,1,0,1,4,14,1,No,40,Far,Bachelor’s Degree,Married,3,Senior,Medium,26,Yes,No,No,Excellent,Low,Stayed
26807,54,Female,45,Education,4814,0,1,0,0,0,12,3,Yes,10,Near,High School,Divorced,1,Mid,Medium,95,No,No,Yes,Excellent,High,Stayed
26808,33,Female,14,Healthcare,8229,0,1,0,1,4,21,4,Yes,81,Far,Bachelor’s Degree,Divorced,0,Entry,Medium,87,Yes,No,No,Good,Low,Left
26809,45,Female,37,Education,5179,0,1,0,1,3,11,0,No,1,Near,PhD,Married,4,Entry,Medium,97,Yes,No,No,Good,Low,Stayed
26810,51,Female,40,Media,6608,0,1,0,0,0,9,5,No,98,Far,Bachelor’s Degree,Single,3,Mid,Medium,48,No,No,No,Good,Low,Left
26811,38,Male,7,Media,6561,0,1,0,1,1,25,4,Yes,3,Near,Associate Degree,Divorced,0,Mid,Medium,56,No,No,No,Poor,Low,Stayed
26812,27,Female,14,Technology,8771,1,1,0,2,2,18,0,No,19,Medium,Master’s Degree,Married,1,Mid,Medium,47,No,No,No,Fair,Low,Stayed
26813,46,Male,6,Media,5359,1,1,0,0,0,8,6,No,55,Far,Associate Degree,Divorced,3,Entry,Medium,16,No,No,No,Good,Medium,Stayed
26814,58,Female,11,Healthcare,8423,0,1,0,0,0,9,5,No,98,Far,Associate Degree,Married,2,Senior,Small,83,No,No,No,Good,Medium,Stayed
26815,23,Female,14,Finance,9369,0,1,0,0,0,8,6,Yes,42,Far,Associate Degree,Married,0,Mid,Medium,80,Yes,No,No,Poor,Very High,Stayed
26816,58,Female,10,Technology,7504,1,1,0,1,1,12,2,Yes,62,Far,Bachelor’s Degree,Married,1,Mid,Medium,31,No,Yes,No,Good,Low,Left
26817,38,Male,9,Media,5818,1,1,0,0,0,29,7,Yes,56,Far,Associate Degree,Married,1,Mid,Small,85,No,No,No,Good,Low,Left
26818,18,Female,5,Technology,12785,0,1,0,0,0,15,2,Yes,25,Medium,High School,Divorced,1,Mid,Large,21,No,No,No,Good,High,Stayed
26819,52,Female,38,Finance,9328,0,1,0,0,0,7,6,No,42,Far,High School,Married,0,Entry,Medium,104,Yes,No,No,Good,Medium,Stayed
26820,45,Male,31,Healthcare,7493,1,1,0,0,0,11,7,No,65,Far,Bachelor’s Degree,Married,0,Mid,Large,96,No,No,No,Fair,Medium,Stayed
26821,41,Female,7,Media,5673,1,1,0,2,4,6,6,Yes,13,Medium,Bachelor’s Degree,Single,1,Mid,Large,86,No,No,Yes,Fair,Low,Left
26822,58,Male,31,Healthcare,7167,1,1,0,2,2,7,3,Yes,25,Medium,Bachelor’s Degree,Married,0,Mid,Medium,91,Yes,No,No,Good,Medium,Stayed
26823,34,Male,13,Technology,9646,0,1,0,0,0,22,0,No,80,Far,Bachelor’s Degree,Single,5,Senior,Medium,18,No,No,No,Fair,Medium,Left
26824,43,Male,2,Healthcare,7748,1,1,0,0,0,12,0,No,34,Far,Associate Degree,Married,1,Mid,Medium,50,No,No,Yes,Good,Low,Stayed
26825,26,Male,3,Healthcare,7435,1,1,0,0,0,11,6,No,35,Far,High School,Married,2,Senior,Medium,27,No,No,Yes,Fair,High,Stayed
26826,31,Male,6,Technology,7593,1,1,0,1,4,15,6,Yes,12,Medium,High School,Married,1,Mid,Large,58,No,No,No,Good,Medium,Stayed
26827,38,Female,27,Media,5602,1,1,0,0,0,21,2,No,43,Far,High School,Married,0,Entry,Medium,72,No,No,No,Good,High,Stayed
26828,52,Female,16,Finance,6756,1,1,0,0,0,7,4,No,32,Far,Bachelor’s Degree,Single,1,Entry,Medium,48,Yes,No,Yes,Good,Medium,Stayed
26829,52,Male,39,Technology,8152,1,1,1,0,0,10,6,Yes,77,Far,High School,Divorced,5,Mid,Medium,111,No,No,No,Good,Medium,Stayed
26830,21,Male,12,Finance,8885,0,1,0,1,4,10,0,Yes,4,Near,Associate Degree,Married,6,Entry,Large,67,No,No,No,Good,Very High,Stayed
26831,40,Female,26,Healthcare,8468,0,1,0,1,2,27,7,No,26,Medium,Associate Degree,Married,0,Entry,Small,89,No,No,No,Poor,Medium,Stayed
26832,39,Female,1,Finance,9535,0,1,0,1,4,21,7,Yes,5,Near,Master’s Degree,Married,1,Mid,Medium,38,No,No,No,Good,Medium,Stayed
26833,31,Male,2,Technology,8046,1,1,0,1,3,21,6,Yes,69,Far,Master’s Degree,Married,0,Entry,Large,51,No,No,No,Excellent,Low,Stayed
26834,24,Male,12,Technology,6877,1,1,0,0,0,11,0,No,84,Far,Bachelor’s Degree,Married,0,Entry,Medium,29,Yes,No,No,Good,High,Left
26835,23,Female,4,Healthcare,8900,0,1,0,1,3,9,5,Yes,71,Far,Associate Degree,Married,1,Entry,Large,77,No,No,No,Excellent,High,Left
26836,33,Male,9,Media,5242,1,1,0,0,0,16,2,No,83,Far,Master’s Degree,Single,5,Senior,Medium,81,Yes,No,Yes,Fair,High,Stayed
26837,26,Female,8,Education,5595,0,1,0,0,0,12,0,No,14,Medium,Master’s Degree,Married,0,Mid,Medium,67,No,No,No,Good,High,Left
26838,32,Male,3,Technology,11308,0,1,0,0,0,11,4,No,85,Far,Bachelor’s Degree,Single,0,Senior,Large,49,No,No,No,Good,Very High,Left
26839,25,Female,2,Education,4236,1,1,0,1,2,10,4,No,83,Far,Associate Degree,Divorced,1,Mid,Large,69,No,Yes,No,Excellent,Medium,Left
26840,37,Male,20,Technology,9837,0,1,1,0,0,26,2,Yes,58,Far,Associate Degree,Married,5,Entry,Small,54,No,No,No,Fair,Medium,Left
26841,57,Male,34,Education,4267,1,1,0,0,0,9,1,No,24,Medium,Associate Degree,Single,1,Entry,Small,71,No,No,No,Good,Low,Left
