Emp ID,work life balance,job satisfaction,Environment satisfaction
38317,excellent,very high,Very Dissatisfied
38318,excellent,high,satisfied
38319,good,very high,satisfied
38320,fair,very high,satisfied
38321,excellent,Medium,satisfied
38322,excellent,very high,satisfied
38323,good,Medium,Extremely Satisfied
38324,excellent,very high,Very Dissatisfied
38325,fair,very high,satisfied
38326,fair,Medium,Very Dissatisfied
38327,excellent,very high,satisfied
38328,good,high,satisfied
38329,fair,high,Very Dissatisfied
38330,excellent,high,Very Dissatisfied
38331,fair,very high,satisfied
38332,fair,very high,satisfied
38333,excellent,very high,High satisfied
38334,fair,very high,Very Dissatisfied
38335,excellent,very high,Very Dissatisfied
38336,fair,very high,satisfied
38337,excellent,high,satisfied
38338,excellent,very high,Very Dissatisfied
38339,good,very high,Very Dissatisfied
38340,fair,Medium,Very Dissatisfied
38341,good,Medium,Very Dissatisfied
38342,excellent,very high,Very Dissatisfied
38343,excellent,very high,satisfied
38344,good,high,satisfied
38345,excellent,high,Very Dissatisfied
38346,fair,very high,satisfied
38347,excellent,Medium,Very Dissatisfied
38348,good,very high,satisfied
38349,good,very high,High satisfied
38350,excellent,very high,Very Dissatisfied
38351,excellent,very high,satisfied
38352,good,very high,satisfied
38353,excellent,very high,Very Dissatisfied
38354,good,very high,Very Dissatisfied
38355,excellent,very high,Very Dissatisfied
38356,excellent,Medium,satisfied
38357,excellent,high,Very Dissatisfied
38358,good,very high,Very Dissatisfied
38359,good,very high,satisfied
38360,excellent,Medium,Extremely Satisfied
38361,excellent,very high,Very Dissatisfied
38362,excellent,very high,Very Dissatisfied
38363,excellent,very high,Very Dissatisfied
38364,excellent,very high,High satisfied
38365,excellent,very high,Very Dissatisfied
38366,excellent,very high,satisfied
38367,excellent,Medium,High satisfied
38368,excellent,very high,satisfied
38369,good,high,satisfied
38370,excellent,high,Very Dissatisfied
38371,good,Medium,Very Dissatisfied
38372,excellent,very high,satisfied
38373,good,very high,Very Dissatisfied
38374,fair,very high,satisfied
38375,good,high,High satisfied
38376,excellent,very high,Very Dissatisfied
38377,excellent,high,High satisfied
38378,good,very high,satisfied
38379,good,very high,Very Dissatisfied
38380,excellent,very high,High satisfied
38381,excellent,very high,High satisfied
38382,good,very high,satisfied
38383,good,high,satisfied
38384,good,very high,Extremely Satisfied
38385,excellent,very high,Very Dissatisfied
38386,excellent,Medium,Very Dissatisfied
38387,fair,very high,satisfied
38388,good,very high,High satisfied
38389,excellent,high,Very Dissatisfied
38390,excellent,high,Very Dissatisfied
38391,excellent,very high,satisfied
38392,excellent,high,High satisfied
38393,fair,very high,satisfied
38394,excellent,very high,Very Dissatisfied
38395,excellent,high,Very Dissatisfied
38396,excellent,very high,Very Dissatisfied
38397,excellent,very high,Very Dissatisfied
38398,good,very high,satisfied
38399,fair,high,Very Dissatisfied
38400,excellent,very high,satisfied
38401,excellent,high,satisfied
38402,good,Medium,Very Dissatisfied
38403,good,very high,Very Dissatisfied
38404,good,very high,satisfied
38405,good,Medium,Very Dissatisfied
38406,excellent,very high,Very Dissatisfied
38407,good,very high,High satisfied
38408,good,very high,Very Dissatisfied
38409,good,very high,Very Dissatisfied
38410,excellent,very high,Very Dissatisfied
38411,excellent,very high,High satisfied
38412,fair,very high,Very Dissatisfied
38413,excellent,very high,Very Dissatisfied
38414,excellent,very high,satisfied
38415,excellent,very high,satisfied
38416,good,very high,Very Dissatisfied
38417,good,very high,Very Dissatisfied
38418,good,Medium,Very Dissatisfied
38419,good,very high,Very Dissatisfied
38420,good,high,Very Dissatisfied
38421,good,very high,Very Dissatisfied
38422,excellent,very high,High satisfied
38423,fair,very high,Very Dissatisfied
38424,excellent,high,Extremely Satisfied
38425,excellent,very high,Very Dissatisfied
38426,excellent,very high,Very Dissatisfied
38427,excellent,very high,Very Dissatisfied
38428,good,high,Very Dissatisfied
38429,excellent,very high,Very Dissatisfied
38430,excellent,very high,Very Dissatisfied
38431,excellent,very high,Very Dissatisfied
38432,good,very high,High satisfied
38433,excellent,very high,Very Dissatisfied
38434,good,high,satisfied
38435,good,very high,High satisfied
38436,good,very high,satisfied
38437,excellent,very high,Very Dissatisfied
38438,excellent,high,Very Dissatisfied
38439,good,very high,Very Dissatisfied
38440,excellent,very high,High satisfied
38441,excellent,Medium,Very Dissatisfied
38442,excellent,very high,High satisfied
38443,good,very high,High satisfied
38444,good,high,satisfied
38445,good,high,Very Dissatisfied
38446,excellent,high,satisfied
38447,excellent,Medium,High satisfied
38448,fair,Medium,Very Dissatisfied
38449,excellent,very high,Very Dissatisfied
38450,excellent,very high,Very Dissatisfied
38451,excellent,very high,High satisfied
38452,fair,Medium,Very Dissatisfied
38453,good,high,Very Dissatisfied
38454,good,Medium,Very Dissatisfied
38455,good,Medium,High satisfied
38456,good,Medium,Very Dissatisfied
38457,good,very high,Very Dissatisfied
38458,good,very high,satisfied
38459,excellent,high,satisfied
38460,good,very high,satisfied
38461,excellent,very high,Very Dissatisfied
38462,good,very high,satisfied
38463,excellent,very high,satisfied
38464,excellent,very high,satisfied
38465,excellent,high,High satisfied
38466,excellent,very high,satisfied
38467,good,very high,High satisfied
38468,excellent,Medium,satisfied
38469,good,high,Very Dissatisfied
38470,good,very high,satisfied
38471,excellent,very high,Very Dissatisfied
38472,good,high,Very Dissatisfied
38473,excellent,very high,Very Dissatisfied
38474,excellent,very high,satisfied
38475,good,high,Very Dissatisfied
38476,excellent,high,satisfied
38477,good,Medium,Very Dissatisfied
38478,fair,very high,satisfied
38479,fair,very high,Very Dissatisfied
38480,excellent,Medium,Very Dissatisfied
38481,fair,very high,Very Dissatisfied
38482,excellent,very high,Very Dissatisfied
38483,fair,Medium,Very Dissatisfied
38484,excellent,very high,satisfied
38485,good,very high,satisfied
38486,excellent,very high,High satisfied
38487,good,high,satisfied
38488,fair,high,Very Dissatisfied
38489,excellent,very high,High satisfied
38490,excellent,high,Very Dissatisfied
38491,excellent,Medium,Very Dissatisfied
38492,excellent,very high,High satisfied
38493,excellent,very high,High satisfied
38494,fair,high,Very Dissatisfied
38495,excellent,Medium,satisfied
38496,fair,very high,Very Dissatisfied
38497,good,very high,Very Dissatisfied
38498,excellent,very high,Very Dissatisfied
38499,good,very high,Very Dissatisfied
38500,fair,very high,satisfied
38501,excellent,very high,satisfied
38502,good,very high,satisfied
38503,excellent,very high,High satisfied
38504,excellent,very high,Very Dissatisfied
38505,excellent,high,Very Dissatisfied
38506,fair,very high,satisfied
38507,good,very high,satisfied
38508,excellent,very high,Very Dissatisfied
38509,fair,high,Very Dissatisfied
38510,good,very high,satisfied
38511,excellent,Medium,satisfied
38512,fair,very high,Very Dissatisfied
38513,excellent,Medium,Very Dissatisfied
38514,good,very high,High satisfied
38515,good,very high,satisfied
38516,good,high,High satisfied
38517,excellent,very high,High satisfied
38518,excellent,very high,High satisfied
38519,good,very high,Extremely Satisfied
38520,good,very high,Very Dissatisfied
38521,excellent,very high,satisfied
38522,excellent,very high,Very Dissatisfied
38523,excellent,very high,Very Dissatisfied
38524,excellent,very high,satisfied
38525,good,high,satisfied
38526,excellent,very high,Very Dissatisfied
38527,good,very high,High satisfied
38528,excellent,Medium,satisfied
38529,excellent,very high,High satisfied
38530,excellent,very high,satisfied
38531,excellent,very high,Very Dissatisfied
38532,excellent,high,Very Dissatisfied
38533,good,high,satisfied
38534,good,very high,satisfied
38535,fair,very high,High satisfied
38536,excellent,very high,High satisfied
38537,good,very high,High satisfied
38538,excellent,very high,satisfied
38539,fair,high,satisfied
38540,excellent,very high,Very Dissatisfied
38541,excellent,very high,satisfied
38542,good,very high,Very Dissatisfied
38543,excellent,very high,High satisfied
38544,good,Medium,satisfied
38545,excellent,high,satisfied
38546,excellent,very high,Very Dissatisfied
38547,fair,very high,Very Dissatisfied
38548,excellent,very high,High satisfied
38549,fair,very high,satisfied
38550,excellent,very high,High satisfied
38551,fair,Medium,satisfied
38552,excellent,very high,satisfied
38553,good,very high,satisfied
38554,excellent,very high,Extremely Satisfied
38555,excellent,very high,Very Dissatisfied
38556,excellent,very high,Very Dissatisfied
38557,excellent,Medium,High satisfied
38558,fair,very high,Very Dissatisfied
38559,fair,very high,High satisfied
38560,good,very high,Very Dissatisfied
38561,good,high,Very Dissatisfied
38562,fair,very high,Very Dissatisfied
38563,good,very high,Very Dissatisfied
38564,fair,very high,Very Dissatisfied
38565,good,very high,satisfied
38566,excellent,very high,Very Dissatisfied
38567,good,very high,Very Dissatisfied
38568,excellent,very high,High satisfied
38569,good,very high,satisfied
38570,good,Medium,satisfied
38571,fair,Medium,High satisfied
38572,good,very high,Very Dissatisfied
38573,good,high,Very Dissatisfied
38574,excellent,very high,High satisfied
38575,excellent,very high,satisfied
38576,excellent,very high,Very Dissatisfied
38577,excellent,very high,Very Dissatisfied
38578,excellent,very high,satisfied
38579,good,very high,High satisfied
38580,excellent,very high,satisfied
38581,good,very high,Very Dissatisfied
38582,excellent,very high,Extremely Satisfied
38583,fair,very high,satisfied
38584,excellent,very high,satisfied
38585,good,Medium,satisfied
38586,excellent,very high,Very Dissatisfied
38587,fair,very high,Extremely Satisfied
38588,good,very high,satisfied
38589,excellent,very high,High satisfied
38590,fair,very high,Very Dissatisfied
38591,excellent,very high,satisfied
38592,fair,very high,High satisfied
38593,excellent,high,Very Dissatisfied
38594,excellent,high,Very Dissatisfied
38595,excellent,very high,High satisfied
38596,good,Medium,Very Dissatisfied
38597,good,very high,satisfied
38598,fair,very high,Very Dissatisfied
38599,good,very high,Very Dissatisfied
38600,good,very high,satisfied
38601,good,high,High satisfied
38602,excellent,Medium,Very Dissatisfied
38603,excellent,very high,Very Dissatisfied
38604,excellent,very high,satisfied
38605,excellent,high,Very Dissatisfied
38606,good,Medium,Very Dissatisfied
38607,excellent,very high,High satisfied
38608,excellent,very high,satisfied
38609,good,very high,High satisfied
38610,excellent,high,High satisfied
38611,fair,very high,High satisfied
38612,excellent,very high,Very Dissatisfied
38613,good,very high,satisfied
38614,excellent,very high,Very Dissatisfied
38615,good,very high,satisfied
38616,excellent,very high,Very Dissatisfied
38617,excellent,high,Very Dissatisfied
38618,excellent,high,High satisfied
38619,good,very high,High satisfied
38620,good,very high,Very Dissatisfied
38621,good,high,Very Dissatisfied
38622,excellent,very high,Very Dissatisfied
38623,excellent,very high,High satisfied
38624,fair,very high,Very Dissatisfied
38625,good,very high,Very Dissatisfied
38626,excellent,very high,Extremely Satisfied
38627,good,very high,satisfied
38628,fair,very high,Very Dissatisfied
38629,good,very high,High satisfied
38630,excellent,high,satisfied
38631,good,Medium,Very Dissatisfied
38632,excellent,very high,High satisfied
38633,excellent,high,Very Dissatisfied
38634,good,Medium,Very Dissatisfied
38635,excellent,very high,Very Dissatisfied
38636,excellent,high,High satisfied
38637,excellent,very high,Very Dissatisfied
38638,good,very high,Very Dissatisfied
38639,good,very high,High satisfied
38640,excellent,very high,Very Dissatisfied
38641,good,very high,Very Dissatisfied
38642,good,very high,High satisfied
38643,excellent,very high,High satisfied
38644,excellent,very high,Extremely Satisfied
38645,excellent,very high,Very Dissatisfied
38646,fair,very high,High satisfied
38647,good,very high,High satisfied
38648,fair,high,High satisfied
38649,good,very high,satisfied
38650,good,very high,Extremely Satisfied
38651,good,Medium,Extremely Satisfied
38652,good,very high,Very Dissatisfied
38653,excellent,very high,satisfied
38654,excellent,Medium,High satisfied
38655,excellent,very high,Very Dissatisfied
38656,good,very high,satisfied
38657,excellent,high,satisfied
38658,excellent,very high,High satisfied
38659,excellent,very high,High satisfied
38660,good,very high,Very Dissatisfied
38661,excellent,very high,Very Dissatisfied
38662,good,very high,Very Dissatisfied
38663,good,high,Very Dissatisfied
38664,excellent,very high,Very Dissatisfied
38665,excellent,Medium,Very Dissatisfied
38666,good,very high,satisfied
38667,excellent,very high,Extremely Satisfied
38668,excellent,very high,High satisfied
38669,excellent,very high,Very Dissatisfied
38670,good,very high,Very Dissatisfied
38671,excellent,very high,satisfied
38672,excellent,very high,Very Dissatisfied
38673,good,very high,satisfied
38674,good,very high,Very Dissatisfied
38675,excellent,Medium,satisfied
38676,good,very high,High satisfied
38677,excellent,Medium,Very Dissatisfied
38678,good,very high,Very Dissatisfied
38679,excellent,very high,Very Dissatisfied
38680,excellent,high,High satisfied
38681,excellent,very high,Very Dissatisfied
38682,fair,high,High satisfied
38683,excellent,high,satisfied
38684,excellent,very high,Very Dissatisfied
38685,good,very high,satisfied
38686,good,Medium,Very Dissatisfied
38687,good,very high,High satisfied
38688,fair,very high,satisfied
38689,excellent,very high,Very Dissatisfied
38690,excellent,very high,Very Dissatisfied
38691,excellent,Medium,Very Dissatisfied
38692,excellent,Medium,Very Dissatisfied
38693,excellent,very high,Very Dissatisfied
38694,excellent,high,High satisfied
38695,fair,very high,Very Dissatisfied
38696,excellent,Medium,High satisfied
38697,good,high,High satisfied
38698,excellent,very high,satisfied
38699,fair,very high,Very Dissatisfied
38700,excellent,high,High satisfied
38701,excellent,Medium,satisfied
38702,excellent,very high,High satisfied
38703,good,very high,satisfied
38704,excellent,very high,satisfied
38705,fair,very high,satisfied
38706,good,high,Very Dissatisfied
38707,excellent,very high,satisfied
38708,good,very high,Very Dissatisfied
38709,good,very high,Extremely Satisfied
38710,good,very high,High satisfied
38711,good,very high,Very Dissatisfied
38712,excellent,very high,Extremely Satisfied
38713,excellent,very high,Very Dissatisfied
38714,excellent,very high,Very Dissatisfied
38715,excellent,Medium,High satisfied
38716,good,very high,satisfied
38717,excellent,very high,High satisfied
38718,excellent,very high,Very Dissatisfied
38719,excellent,very high,Very Dissatisfied
38720,excellent,very high,satisfied
38721,excellent,very high,satisfied
38722,fair,very high,Very Dissatisfied
38723,good,very high,High satisfied
38724,excellent,very high,Very Dissatisfied
38725,excellent,Medium,Extremely Satisfied
38726,excellent,very high,Very Dissatisfied
38727,excellent,very high,Very Dissatisfied
38728,good,very high,Very Dissatisfied
38729,fair,very high,Very Dissatisfied
38730,good,Medium,satisfied
38731,good,very high,Extremely Satisfied
38732,excellent,very high,Very Dissatisfied
38733,excellent,very high,Very Dissatisfied
38734,fair,very high,Very Dissatisfied
38735,excellent,high,High satisfied
38736,good,Medium,satisfied
38737,excellent,high,Very Dissatisfied
38738,excellent,very high,satisfied
38739,excellent,high,satisfied
38740,good,very high,Very Dissatisfied
38741,good,Medium,satisfied
38742,excellent,Medium,satisfied
38743,excellent,very high,Very Dissatisfied
38744,fair,very high,High satisfied
38745,excellent,very high,satisfied
38746,excellent,very high,satisfied
38747,good,high,satisfied
38748,excellent,very high,satisfied
38749,excellent,Medium,satisfied
38750,excellent,high,High satisfied
38751,good,high,Very Dissatisfied
38752,excellent,very high,Very Dissatisfied
38753,excellent,very high,Very Dissatisfied
38754,excellent,very high,satisfied
38755,excellent,very high,Extremely Satisfied
38756,good,high,satisfied
38757,excellent,very high,Very Dissatisfied
38758,good,Medium,satisfied
38759,excellent,high,Very Dissatisfied
38760,excellent,very high,Very Dissatisfied
38761,good,very high,Very Dissatisfied
38762,fair,high,High satisfied
38763,excellent,very high,Very Dissatisfied
38764,excellent,very high,satisfied
38765,good,very high,High satisfied
38766,good,very high,Very Dissatisfied
38767,good,very high,satisfied
38768,excellent,very high,Very Dissatisfied
38769,excellent,very high,Very Dissatisfied
38770,excellent,very high,Very Dissatisfied
38771,excellent,high,High satisfied
38772,excellent,high,High satisfied
38773,excellent,very high,satisfied
38774,excellent,very high,satisfied
38775,excellent,very high,Very Dissatisfied
38776,good,high,satisfied
38777,fair,high,Very Dissatisfied
38778,good,high,satisfied
38779,good,very high,High satisfied
38780,good,Medium,Very Dissatisfied
38781,excellent,high,Very Dissatisfied
38782,good,very high,Very Dissatisfied
38783,excellent,very high,satisfied
38784,good,high,Very Dissatisfied
38785,excellent,very high,satisfied
38786,excellent,high,satisfied
38787,excellent,very high,Extremely Satisfied
38788,excellent,high,Extremely Satisfied
38789,good,high,Very Dissatisfied
38790,good,very high,Very Dissatisfied
38791,good,Medium,High satisfied
38792,good,very high,Extremely Satisfied
38793,good,high,High satisfied
38794,good,very high,High satisfied
38795,good,very high,High satisfied
38796,excellent,high,Very Dissatisfied
38797,good,very high,Very Dissatisfied
38798,excellent,very high,Very Dissatisfied
38799,excellent,very high,Very Dissatisfied
38800,good,very high,satisfied
38801,excellent,very high,Very Dissatisfied
38802,excellent,very high,satisfied
38803,excellent,very high,High satisfied
38804,excellent,high,Very Dissatisfied
38805,good,very high,satisfied
38806,good,very high,satisfied
38807,excellent,very high,satisfied
38808,good,high,Very Dissatisfied
38809,fair,very high,Extremely Satisfied
38810,excellent,very high,Very Dissatisfied
38811,excellent,very high,High satisfied
38812,good,very high,Very Dissatisfied
38813,good,high,Very Dissatisfied
38814,good,high,satisfied
38815,fair,Medium,Very Dissatisfied
38816,excellent,very high,High satisfied
38817,good,high,Very Dissatisfied
38818,good,very high,satisfied
38819,excellent,high,satisfied
38820,excellent,high,High satisfied
38821,good,Medium,satisfied
38822,good,high,satisfied
38823,good,very high,satisfied
38824,excellent,Medium,High satisfied
38825,good,very high,satisfied
38826,good,very high,satisfied
38827,good,high,satisfied
38828,excellent,very high,satisfied
38829,good,high,satisfied
38830,good,very high,High satisfied
38831,excellent,very high,Very Dissatisfied
38832,excellent,very high,High satisfied
38833,fair,very high,satisfied
38834,fair,high,satisfied
38835,excellent,very high,Very Dissatisfied
38836,excellent,high,High satisfied
38837,good,high,High satisfied
38838,excellent,Medium,satisfied
38839,good,very high,Very Dissatisfied
38840,good,very high,Extremely Satisfied
38841,excellent,very high,High satisfied
38842,good,Medium,Very Dissatisfied
38843,fair,very high,High satisfied
38844,good,very high,High satisfied
38845,good,very high,satisfied
38846,good,high,High satisfied
38847,excellent,very high,Very Dissatisfied
38848,good,very high,High satisfied
38849,excellent,high,High satisfied
38850,good,very high,satisfied
38851,excellent,very high,Very Dissatisfied
38852,excellent,Medium,satisfied
38853,fair,very high,satisfied
38854,good,Medium,High satisfied
38855,fair,high,Extremely Satisfied
38856,fair,very high,High satisfied
38857,excellent,very high,satisfied
38858,excellent,very high,Very Dissatisfied
38859,excellent,very high,Very Dissatisfied
38860,good,very high,High satisfied
38861,excellent,high,High satisfied
38862,excellent,very high,Very Dissatisfied
38863,good,very high,satisfied
38864,excellent,very high,satisfied
38865,excellent,high,satisfied
38866,good,very high,Very Dissatisfied
38867,good,high,satisfied
38868,good,Medium,Very Dissatisfied
38869,fair,very high,High satisfied
38870,excellent,very high,Very Dissatisfied
38871,good,very high,Very Dissatisfied
38872,excellent,very high,satisfied
38873,good,very high,Extremely Satisfied
38874,good,very high,satisfied
38875,fair,very high,High satisfied
38876,excellent,very high,Very Dissatisfied
38877,fair,very high,Very Dissatisfied
38878,excellent,very high,Very Dissatisfied
38879,good,very high,Very Dissatisfied
38880,good,Medium,High satisfied
38881,excellent,very high,Very Dissatisfied
38882,excellent,very high,Very Dissatisfied
38883,good,very high,Very Dissatisfied
38884,good,high,satisfied
38885,excellent,very high,Very Dissatisfied
38886,excellent,very high,Very Dissatisfied
38887,excellent,very high,Very Dissatisfied
38888,good,very high,Extremely Satisfied
38889,excellent,very high,Very Dissatisfied
38890,good,very high,High satisfied
38891,fair,very high,satisfied
38892,excellent,very high,Very Dissatisfied
38893,good,very high,High satisfied
38894,excellent,very high,Very Dissatisfied
38895,excellent,very high,satisfied
38896,good,very high,Very Dissatisfied
38897,excellent,high,Very Dissatisfied
38898,excellent,high,satisfied
38899,excellent,very high,satisfied
38900,fair,Medium,Very Dissatisfied
38901,good,very high,satisfied
38902,fair,very high,satisfied
38903,excellent,very high,Very Dissatisfied
38904,excellent,very high,Very Dissatisfied
38905,fair,very high,Very Dissatisfied
38906,good,Medium,satisfied
38907,fair,high,Very Dissatisfied
38908,excellent,very high,Very Dissatisfied
38909,fair,very high,Very Dissatisfied
38910,good,very high,Very Dissatisfied
38911,excellent,Medium,Very Dissatisfied
38912,excellent,high,Very Dissatisfied
38913,excellent,very high,satisfied
38914,good,very high,Very Dissatisfied
38915,excellent,very high,Very Dissatisfied
38916,excellent,very high,High satisfied
38917,fair,very high,Very Dissatisfied
38918,fair,very high,Very Dissatisfied
38919,good,high,satisfied
38920,good,very high,Very Dissatisfied
38921,excellent,very high,satisfied
38922,excellent,very high,Extremely Satisfied
38923,excellent,very high,High satisfied
38924,excellent,very high,satisfied
38925,good,very high,Very Dissatisfied
38926,excellent,high,Very Dissatisfied
38927,excellent,very high,satisfied
38928,excellent,very high,satisfied
38929,good,high,High satisfied
38930,excellent,very high,Very Dissatisfied
38931,excellent,very high,Very Dissatisfied
38932,good,high,Very Dissatisfied
38933,excellent,very high,High satisfied
38934,excellent,very high,Very Dissatisfied
38935,fair,Medium,Very Dissatisfied
38936,good,high,High satisfied
38937,excellent,very high,High satisfied
38938,excellent,very high,Very Dissatisfied
38939,excellent,very high,High satisfied
38940,excellent,high,satisfied
38941,excellent,high,Very Dissatisfied
38942,good,high,High satisfied
38943,good,very high,High satisfied
38944,excellent,high,Very Dissatisfied
38945,excellent,very high,Very Dissatisfied
38946,excellent,very high,satisfied
38947,excellent,Medium,satisfied
38948,excellent,high,Very Dissatisfied
38949,excellent,high,High satisfied
38950,good,very high,Very Dissatisfied
38951,good,very high,satisfied
38952,excellent,very high,Very Dissatisfied
38953,good,very high,satisfied
38954,excellent,very high,High satisfied
38955,excellent,very high,Very Dissatisfied
38956,excellent,very high,Extremely Satisfied
38957,good,very high,Very Dissatisfied
38958,excellent,very high,satisfied
38959,fair,very high,Very Dissatisfied
38960,excellent,high,Very Dissatisfied
38961,good,very high,satisfied
38962,good,very high,High satisfied
38963,excellent,very high,Very Dissatisfied
38964,good,very high,Very Dissatisfied
38965,excellent,high,Very Dissatisfied
38966,excellent,very high,satisfied
38967,excellent,very high,satisfied
38968,excellent,high,Extremely Satisfied
38969,excellent,very high,High satisfied
38970,excellent,very high,Very Dissatisfied
38971,excellent,very high,Extremely Satisfied
38972,excellent,Medium,High satisfied
38973,excellent,very high,Very Dissatisfied
38974,good,very high,Very Dissatisfied
38975,excellent,Medium,High satisfied
38976,excellent,very high,Very Dissatisfied
38977,good,very high,Very Dissatisfied
38978,excellent,very high,High satisfied
38979,good,very high,High satisfied
38980,excellent,very high,Very Dissatisfied
38981,excellent,very high,Very Dissatisfied
38982,good,very high,Very Dissatisfied
38983,excellent,high,satisfied
38984,good,very high,High satisfied
38985,good,very high,Very Dissatisfied
38986,good,very high,Very Dissatisfied
38987,good,high,satisfied
38988,excellent,high,Very Dissatisfied
38989,good,very high,Very Dissatisfied
38990,fair,very high,Very Dissatisfied
38991,good,very high,High satisfied
38992,excellent,very high,Very Dissatisfied
38993,good,very high,Very Dissatisfied
38994,excellent,very high,satisfied
38995,excellent,very high,High satisfied
38996,fair,very high,satisfied
38997,good,very high,satisfied
38998,good,very high,High satisfied
38999,good,high,Very Dissatisfied
39000,excellent,very high,High satisfied
39001,excellent,very high,satisfied
39002,good,high,Very Dissatisfied
39003,excellent,very high,Very Dissatisfied
39004,excellent,very high,Very Dissatisfied
39005,good,very high,satisfied
39006,fair,very high,High satisfied
39007,fair,very high,Very Dissatisfied
39008,good,very high,Very Dissatisfied
39009,excellent,very high,satisfied
39010,fair,very high,Very Dissatisfied
39011,fair,high,Very Dissatisfied
39012,excellent,very high,Very Dissatisfied
39013,excellent,very high,High satisfied
39014,fair,high,satisfied
39015,good,very high,Very Dissatisfied
39016,good,high,High satisfied
39017,excellent,very high,satisfied
39018,fair,very high,Very Dissatisfied
39019,excellent,high,Very Dissatisfied
39020,excellent,high,satisfied
39021,excellent,high,Very Dissatisfied
39022,excellent,high,High satisfied
39023,good,very high,High satisfied
39024,excellent,high,Very Dissatisfied
39025,excellent,Medium,Very Dissatisfied
39026,excellent,high,High satisfied
39027,excellent,very high,Very Dissatisfied
39028,excellent,very high,satisfied
39029,fair,high,satisfied
39030,good,Medium,Extremely Satisfied
39031,good,very high,satisfied
39032,excellent,very high,Very Dissatisfied
39033,fair,high,High satisfied
39034,excellent,very high,satisfied
39035,good,very high,satisfied
39036,excellent,very high,satisfied
39037,excellent,very high,satisfied
39038,good,high,Very Dissatisfied
39039,excellent,very high,Very Dissatisfied
39040,good,very high,satisfied
39041,excellent,Medium,Very Dissatisfied
39042,excellent,very high,satisfied
39043,excellent,very high,Very Dissatisfied
39044,excellent,very high,satisfied
39045,fair,very high,High satisfied
39046,excellent,very high,satisfied
39047,fair,very high,High satisfied
39048,excellent,very high,satisfied
39049,excellent,Medium,satisfied
39050,excellent,high,High satisfied
39051,excellent,high,satisfied
39052,good,Medium,satisfied
39053,good,very high,Very Dissatisfied
39054,excellent,high,satisfied
39055,excellent,very high,satisfied
39056,excellent,Medium,High satisfied
39057,excellent,very high,Very Dissatisfied
39058,excellent,very high,Very Dissatisfied
39059,good,very high,Very Dissatisfied
39060,excellent,very high,Very Dissatisfied
39061,fair,high,High satisfied
39062,excellent,very high,High satisfied
39063,excellent,high,High satisfied
39064,excellent,high,Very Dissatisfied
39065,fair,high,Very Dissatisfied
39066,fair,very high,Very Dissatisfied
39067,excellent,very high,satisfied
39068,good,very high,Very Dissatisfied
39069,excellent,very high,Very Dissatisfied
39070,excellent,very high,satisfied
39071,excellent,very high,High satisfied
39072,fair,very high,Very Dissatisfied
39073,good,very high,Very Dissatisfied
39074,good,very high,Very Dissatisfied
39075,excellent,very high,High satisfied
39076,good,very high,satisfied
39077,good,high,satisfied
39078,good,very high,satisfied
39079,excellent,Medium,satisfied
39080,excellent,high,Very Dissatisfied
39081,excellent,very high,satisfied
39082,excellent,very high,Very Dissatisfied
39083,fair,very high,satisfied
39084,fair,very high,High satisfied
39085,excellent,very high,Very Dissatisfied
39086,excellent,very high,High satisfied
39087,good,Medium,High satisfied
39088,excellent,high,satisfied
39089,excellent,very high,Very Dissatisfied
39090,excellent,very high,Very Dissatisfied
39091,good,Medium,Very Dissatisfied
39092,good,very high,satisfied
39093,excellent,Medium,High satisfied
39094,good,high,Very Dissatisfied
39095,excellent,very high,Extremely Satisfied
39096,excellent,very high,satisfied
39097,excellent,Medium,Extremely Satisfied
39098,excellent,very high,Very Dissatisfied
39099,excellent,very high,satisfied
39100,excellent,very high,Very Dissatisfied
39101,excellent,high,satisfied
39102,excellent,very high,Very Dissatisfied
39103,excellent,high,High satisfied
39104,fair,very high,Very Dissatisfied
39105,fair,very high,satisfied
39106,fair,very high,satisfied
39107,fair,very high,satisfied
39108,fair,very high,High satisfied
39109,good,Medium,Very Dissatisfied
39110,good,very high,Very Dissatisfied
39111,excellent,very high,Very Dissatisfied
39112,excellent,high,satisfied
39113,fair,high,Very Dissatisfied
39114,excellent,very high,Very Dissatisfied
39115,good,very high,satisfied
39116,good,very high,Very Dissatisfied
39117,excellent,very high,High satisfied
39118,excellent,high,satisfied
39119,good,very high,High satisfied
39120,excellent,Medium,Extremely Satisfied
39121,excellent,very high,Very Dissatisfied
39122,fair,very high,Very Dissatisfied
39123,excellent,very high,satisfied
39124,excellent,very high,Very Dissatisfied
39125,excellent,very high,Very Dissatisfied
39126,fair,high,Very Dissatisfied
39127,excellent,very high,Extremely Satisfied
39128,good,very high,satisfied
39129,excellent,very high,satisfied
39130,excellent,very high,Very Dissatisfied
39131,excellent,very high,satisfied
39132,good,very high,High satisfied
39133,excellent,very high,Extremely Satisfied
39134,good,very high,Very Dissatisfied
39135,excellent,very high,satisfied
39136,fair,very high,Very Dissatisfied
39137,good,very high,satisfied
39138,good,very high,Very Dissatisfied
39139,excellent,very high,Very Dissatisfied
39140,fair,Medium,Extremely Satisfied
39141,fair,very high,Very Dissatisfied
39142,excellent,Medium,High satisfied
39143,excellent,very high,satisfied
39144,good,very high,satisfied
39145,excellent,Medium,High satisfied
39146,fair,very high,Very Dissatisfied
39147,good,very high,Very Dissatisfied
39148,fair,very high,Very Dissatisfied
